"Yt","Xt_Lag_1","Xt_Lag_2","et_Lag_1","et_Lag_2"
-0.0784727357587641,-0.00251147825801878,0.257368332041952,-0.00316449115596736,0.255534905465166
-0.125683071678169,-0.0784727357587641,-0.00251147825801878,-0.0740478664065263,-0.00316449115596736
-0.160937480500433,-0.125683071678169,-0.0784727357587641,-0.121229595886645,-0.0740478664065263
-0.0192429766137792,-0.160937480500433,-0.125683071678169,-0.160257189512273,-0.121229595886645
0.105063627221283,-0.0192429766137792,-0.160937480500433,-0.0239643037183677,-0.160257189512273
-0.00343648418633513,0.105063627221283,-0.0192429766137792,0.0958170925037023,-0.0239643037183677
-0.020114615624536,-0.00343648418633513,0.105063627221283,-0.0123509113575869,0.0958170925037023
0.0639289510054164,-0.020114615624536,-0.00343648418633513,-0.0250329918334137,-0.0123509113575869
0.0937161766532408,0.0639289510054164,-0.020114615624536,0.0613575640860516,-0.0250329918334137
0.0025198878627819,0.0937161766532408,0.0639289510054164,0.092301481445468,0.0613575640860516
0.0377074452945323,0.0025198878627819,0.0937161766532408,0.0031641032660791,0.092301481445468
0.0615312242126533,0.0377074452945323,0.0025198878627819,0.040306823323295,0.0031641032660791
-0.0734828792023611,0.0615312242126533,0.0377074452945323,0.0640115393406493,0.040306823323295
-0.00394060204816882,-0.0734828792023611,0.0615312242126533,-0.0711769720089209,0.0640115393406493
0.0385756117611811,-0.00394060204816882,-0.0734828792023611,-0.00204602349949014,-0.0711769720089209
0.0138092894862258,0.0385756117611811,-0.00394060204816882,0.0379361637751512,-0.00204602349949014
-0.0159694573293909,0.0138092894862258,0.0385756117611811,0.0119443815315587,0.0379361637751512
-0.0190933120019884,-0.0159694573293909,0.0138092894862258,-0.0175278850936373,0.0119443815315587
0.0082722545252325,-0.0190933120019884,-0.0159694573293909,-0.0204040683125411,-0.0175278850936373
-0.0178566296792714,0.0082722545252325,-0.0190933120019884,0.00655102243910462,-0.0204040683125411
-0.0201479752996078,-0.0178566296792714,0.0082722545252325,-0.020066633425681,0.00655102243910462
0.0491480195095564,-0.0201479752996078,-0.0178566296792714,-0.0223771319749885,-0.020066633425681
0.0492346774148742,0.0491480195095564,-0.0201479752996078,0.0466049623575478,-0.0223771319749885
-0.0314350892648319,0.0492346774148742,0.0491480195095564,0.0466576294330764,0.0466049623575478
-0.0380997406860922,-0.0314350892648319,0.0492346774148742,-0.0326388244839122,0.0466576294330764
-0.0420535504586819,-0.0380997406860922,-0.0314350892648319,-0.0381335056467278,-0.0326388244839122
0.00051070136137743,-0.0420535504586819,-0.0380997406860922,-0.0428438656647325,-0.0381335056467278
-0.0290816164082548,0.00051070136137743,-0.0420535504586819,-0.00177633630505062,-0.0428438656647325
-0.0593804000056378,-0.0290816164082548,0.00051070136137743,-0.0326210134590415,-0.00177633630505062
-0.0167597648166612,-0.0593804000056378,-0.0290816164082548,-0.0630993622454744,-0.0326210134590415
0.0409090821346447,-0.0167597648166612,-0.0593804000056378,-0.0208686767474119,-0.0630993622454744
0.0251094064351949,0.0409090821346447,-0.0167597648166612,0.0360892141833172,-0.0208686767474119
0.0197020967410064,0.0251094064351949,0.0409090821346447,0.0207247889022971,0.0360892141833172
-0.0198438595264243,0.0197020967410064,0.0251094064351949,0.0170958462098702,0.0207247889022971
0.00106602475273276,-0.0198438595264243,0.0197020967410064,-0.0209137635136973,0.0170958462098702
0.016497603950921,0.00106602475273276,-0.0198438595264243,0.000711856994720444,-0.0209137635136973
0.0539270219859755,0.016497603950921,0.00106602475273276,0.0157024302851684,0.000711856994720444
-0.0461997286789478,0.0539270219859755,0.016497603950921,0.0527960052760986,0.0157024302851684
0.0364585787756424,-0.0461997286789478,0.0539270219859755,-0.0470524356908964,0.0527960052760986
-0.00753767963720364,0.0364585787756424,-0.0461997286789478,0.0362361542023623,-0.0470524356908964
-0.0025320952832697,-0.00753767963720364,0.0364585787756424,-0.00857562683424503,0.0362361542023623
0.00862990735439184,-0.0025320952832697,-0.00753767963720364,-0.0034664328047579,-0.00857562683424503
-0.0196275919465174,0.00862990735439184,-0.0025320952832697,0.00736561946125042,-0.0034664328047579
0.0497941620751519,-0.0196275919465174,0.00862990735439184,-0.0211623994039155,0.00736561946125042
0.0298291447725199,0.0497941620751519,-0.0196275919465174,0.0481461062167767,-0.0211623994039155
-0.00047513900532925,0.0298291447725199,0.0497941620751519,0.0280019435736583,0.0481461062167767
-0.0242279780598216,-0.00047513900532925,0.0298291447725199,-0.00128056908427409,0.0280019435736583
0.0175267293809815,-0.0242279780598216,-0.00047513900532925,-0.0243149662180791,-0.00128056908427409
-0.00909042374978231,0.0175267293809815,-0.0242279780598216,0.0171544889724048,-0.0243149662180791
-0.0260743641314005,-0.00909042374978231,0.0175267293809815,-0.0103102824827283,0.0171544889724048
0.0272677449519871,-0.0260743641314005,-0.00909042374978231,-0.0275130029294148,-0.0103102824827283
0.0193052645441483,0.0272677449519871,-0.0260743641314005,0.0253502394859357,-0.0275130029294148
0.0407194551593577,0.0193052645441483,0.0272677449519871,0.016893142083995,0.0253502394859357
-0.0473154961917016,0.0407194551593577,0.0193052645441483,0.0388846303362434,0.016893142083995
-0.033906161284188,-0.0473154961917016,0.0407194551593577,-0.0483193537649698,0.0388846303362434
0.0410279314715889,-0.033906161284188,-0.0473154961917016,-0.0342593198954136,-0.0483193537649698
-0.0137699461163839,0.0410279314715889,-0.033906161284188,0.0395167737842944,-0.0342593198954136
-0.043331761573335,-0.0137699461163839,0.0410279314715889,-0.0162409013351963,0.0395167737842944
-0.0156016246056555,-0.043331761573335,-0.0137699461163839,-0.0453202558316054,-0.0162409013351963
0.0276073717780239,-0.0156016246056555,-0.043331761573335,-0.0178054136503218,-0.0453202558316054
0.0213932629850273,0.0276073717780239,-0.0156016246056555,0.0245538882883929,-0.0178054136503218
0.0423769757388832,0.0213932629850273,0.0276073717780239,0.0181930274104912,0.0245538882883929
0.0271023375321175,0.0423769757388832,0.0213932629850273,0.0401283877799954,0.0181930274104912
-0.0714281297977954,0.0271023375321175,0.0423769757388832,0.0259991481487579,0.0401283877799954
0.00930866046229473,-0.0714281297977954,0.0271023375321175,-0.0713058420423979,0.0259991481487579
0.0189320604092653,0.00930866046229473,-0.0714281297977954,0.00956461140467328,-0.0713058420423979
0.006193659540914,0.0189320604092653,0.00930866046229473,0.0174294646461186,0.00956461140467328
-0.0312500211664223,0.006193659540914,0.0189320604092653,0.00416369265338623,0.0174294646461186
-0.00146625682208823,-0.0312500211664223,0.006193659540914,-0.033041687671841,0.00416369265338623
0,-0.00146625682208823,-0.0312500211664223,-0.00319586280117493,-0.033041687671841
-0.00930025021697489,0,-0.00146625682208823,-0.00229515344593229,-0.00319586280117493
0,-0.00930025021697489,0,-0.0117107786973107,-0.00229515344593229
0.0148221233876484,0,-0.00930025021697489,-0.00232891601874167,-0.0117107786973107
0.0102239109628288,0.0148221233876484,0,0.0125110028409644,-0.00232891601874167
-0.010120440480452,0.0102239109628288,0.0148221233876484,0.00814825235842978,0.0125110028409644
-0.0150920212926179,-0.010120440480452,0.0102239109628288,-0.0116835394554056,0.00814825235842978
-0.00889773657682691,-0.0150920212926179,-0.010120440480452,-0.0163564616155216,-0.0116835394554056
0.0299252415213898,-0.00889773657682691,-0.0150920212926179,-0.0104350180390075,-0.0163564616155216
0.00484208958532495,0.0299252415213898,-0.00889773657682691,0.0278915180666465,-0.0104350180390075
-0.0014457649007199,0.00484208958532495,0.0299252415213898,0.00266923182458913,0.0278915180666465
0.00627436847468132,-0.0014457649007199,0.00484208958532495,-0.00298418151210495,0.00266923182458913
0.0244604600363716,0.00627436847468132,-0.0014457649007199,0.00502415262086269,-0.00298418151210495
-0.016853966446269,0.0244604600363716,0.00627436847468132,0.023200641460567,0.00502415262086269
0.00904790008149647,-0.016853966446269,0.0244604600363716,-0.0180072979110049,0.023200641460567
0.0306745561930448,0.00904790008149647,-0.016853966446269,0.00814217877550281,-0.0180072979110049
-0.0196888555605035,0.0306745561930448,0.00904790008149647,0.029378898969517,0.00814217877550281
-0.00747268702117043,-0.0196888555605035,0.0306745561930448,-0.0209428241830113,0.029378898969517
0.0244701554982454,-0.00747268702117043,-0.0196888555605035,-0.0083786386690445,-0.0209428241830113
0.143776041786451,0.0244701554982454,-0.00747268702117043,0.0230777934899285,-0.0083786386690445
-0.0184740650490636,0.143776041786451,0.0244701554982454,0.142073651797462,0.0230777934899285
0.0220949388037726,-0.0184740650490636,0.143776041786451,-0.0191189684093372,0.142073651797462
-0.014011054969475,0.0220949388037726,-0.0184740650490636,0.0241534983523006,-0.0191189684093372
0.1920420319478,-0.014011054969475,0.0220949388037726,-0.0120839974641625,0.0241534983523006
-0.0449591057450138,0.1920420319478,-0.014011054969475,0.193257603699036,-0.0120839974641625
0.0641940215681271,-0.0449591057450138,0.1920420319478,-0.0441010509483266,0.193257603699036
0.0321715918906911,0.0641940215681271,-0.0449591057450138,0.0675168668724707,-0.0441010509483266
-0.0366881541441354,0.0321715918906911,0.0641940215681271,0.0346515952671448,0.0675168668724707
-0.00606677636572828,-0.0366881541441354,0.0321715918906911,-0.0343460132979235,0.0346515952671448
0.0135640892134206,-0.00606677636572828,-0.0366881541441354,-0.00448227086564016,-0.0343460132979235
0.0368014457304875,0.0135640892134206,-0.00606677636572828,0.013223669037109,-0.00448227086564016
0.077767155751727,0.0368014457304875,0.0135640892134206,0.0352387065357224,0.013223669037109
0.0350299668562521,0.077767155751727,0.0368014457304875,0.0760876334345089,0.0352387065357224
0.0260341050935429,0.0350299668562521,0.077767155751727,0.0343671077068331,0.0760876334345089
-0.00422892133317043,0.0260341050935429,0.0350299668562521,0.0271200057006164,0.0343671077068331
-0.0280294352406582,-0.00422892133317043,0.0260341050935429,-0.00239894766364918,0.0271200057006164
0.0291288017488658,-0.0280294352406582,-0.00422892133317043,-0.0263972475816638,-0.00239894766364918
-0.0277383815722732,0.0291288017488658,-0.0280294352406582,0.0295419315402397,-0.0263972475816638
-0.0582240043577503,-0.0277383815722732,0.0291288017488658,-0.0287828424483123,0.0295419315402397
-0.0265845150804519,-0.0582240043577503,-0.0277383815722732,-0.0596703988187923,-0.0287828424483123
-0.0374718874815578,-0.0265845150804519,-0.0582240043577503,-0.0290956598622133,-0.0596703988187923
0.0412403490050843,-0.0374718874815578,-0.0265845150804519,-0.0414352109228876,-0.0290956598622133
0.0256653509829554,0.0412403490050843,-0.0374718874815578,0.036584204289093,-0.0414352109228876
-0.0098855325661219,0.0256653509829554,0.0412403490050843,0.0210265409472895,0.036584204289093
-0.0165370224008911,-0.0098855325661219,0.0256653509829554,-0.0128420286000485,0.0210265409472895
-0.0307737028640529,-0.0165370224008911,-0.0098855325661219,-0.0180460266686921,-0.0128420286000485
-0.066121339890272,-0.0307737028640529,-0.0165370224008911,-0.0320153333672868,-0.0180460266686921
0.0375042337474865,-0.066121339890272,-0.0307737028640529,-0.0678550973013796,-0.0320153333672868
0.0408785033416161,0.0375042337474865,-0.066121339890272,0.0346486307157546,-0.0678550973013796
0.0178515629534191,0.0408785033416161,0.0375042337474865,0.0368269130602634,0.0346486307157546
0.0108415053074544,0.0178515629534191,0.0408785033416161,0.0148296057071794,0.0368269130602634
0.0176659170770268,0.0108415053074544,0.0178515629534191,0.00943891852473989,0.0148296057071794
0.0114690333218004,0.0176659170770268,0.0108415053074544,0.017228558205571,0.00943891852473989
-0.0778423254341732,0.0114690333218004,0.0176659170770268,0.0113704517472944,0.017228558205571
-0.150880865114751,-0.0778423254341732,0.0114690333218004,-0.0778598685086571,0.0113704517472944
0.0336598572021751,-0.150880865114751,-0.0778423254341732,-0.151524976850046,-0.0778598685086571
0.049981092850186,0.0336598572021751,-0.150880865114751,0.030233240507513,-0.151524976850046
-0.0443562934980287,0.049981092850186,0.0336598572021751,0.0432352246565584,0.030233240507513
0.00490530386993093,-0.0443562934980287,0.049981092850186,-0.0502515766262943,0.0432352246565584
-0.000375153440577369,0.00490530386993093,-0.0443562934980287,0.00117544054108474,-0.0502515766262943
0.00187808331384209,-0.000375153440577369,0.00490530386993093,-0.00346601997264252,0.00117544054108474
0.00599941870385701,0.00187808331384209,-0.000375153440577369,-0.000497034515953178,-0.00346601997264252
0.0391353191384995,0.00599941870385701,0.00187808331384209,0.00409286607320001,-0.000497034515953178
0.0129124416698216,0.0391353191384995,0.00599941870385701,0.0375312557883162,0.00409286607320001
0.00743629042190008,0.0129124416698216,0.0391353191384995,0.0117086095599826,0.0375312557883162
-0.0523729264815281,0.00743629042190008,0.0129124416698216,0.00704177661219136,0.0117086095599826
0,-0.0523729264815281,0.00743629042190008,-0.052519868776761,0.00704177661219136
-0.0274478776519816,0,-0.0523729264815281,-0.000611626624076007,-0.052519868776761
-0.0179250395903728,-0.0274478776519816,0,-0.0295285872864246,-0.000611626624076007
-0.00427229793630712,-0.0179250395903728,-0.0274478776519816,-0.0206699479666042,-0.0295285872864246
-0.0627922987805779,-0.00427229793630712,-0.0179250395903728,-0.00762577822042411,-0.0206699479666042
-0.0586766429413887,-0.0627922987805779,-0.00427229793630712,-0.0663199879635416,-0.00762577822042411
0.0185676371604442,-0.0586766429413887,-0.0627922987805779,-0.0622026435811333,-0.0663199879635416
0.0629342000428097,0.0185676371604442,-0.0586766429413887,0.0140552395868843,-0.0622026435811333
0.00775792408813114,0.0629342000428097,0.0185676371604442,0.0577684489664221,0.0140552395868843
0.00283646187734088,0.00775792408813114,0.0629342000428097,0.00391238156361053,0.0577684489664221
0.00686847812289137,0.00283646187734088,0.00775792408813114,0.00130866830740798,0.00391238156361053
-0.0365164397276718,0.00686847812289137,0.00283646187734088,0.00640166533299572,0.00130866830740798
0.00374846358571546,-0.0365164397276718,0.00686847812289137,-0.0368008633859655,0.00640166533299572
-0.0078840603367043,0.00374846358571546,-0.0365164397276718,0.00308125748038923,-0.0368008633859655
0.00125468900472292,-0.0078840603367043,0.00374846358571546,-0.00965863572660123,0.00308125748038923
-0.0129492214721929,0.00125468900472292,-0.0078840603367043,-0.000945423515362456,-0.00965863572660123
-0.00719402738630959,-0.0129492214721929,0.00125468900472292,-0.015344329626481,-0.000945423515362456
-0.0166240554435999,-0.00719402738630959,-0.0129492214721929,-0.00954052850161523,-0.015344329626481
0.0615519886985252,-0.0166240554435999,-0.00719402738630959,-0.0190665840614642,-0.00954052850161523
-0.0522665958323145,0.0615519886985252,-0.0166240554435999,0.059036667352247,-0.0190665840614642
0.000431048762054242,-0.0522665958323145,0.0615519886985252,-0.05459359175893,0.059036667352247
0.00129197304853501,0.000431048762054242,-0.0522665958323145,-0.00079575264616719,-0.05459359175893
-0.00731160586300528,0.00129197304853501,0.000431048762054242,-0.000583435189790364,-0.00079575264616719
-0.0103985551093128,-0.00731160586300528,0.00129197304853501,-0.00940837385782805,-0.000583435189790364
0.0827494937194753,-0.0103985551093128,-0.00731160586300528,-0.0125081956475848,-0.00940837385782805
-0.0456938568639917,0.0827494937194753,-0.0103985551093128,0.0805419586170866,-0.0125081956475848
-0.0177966118389699,-0.0456938568639917,0.0827494937194753,-0.0475812956304505,0.0805419586170866
-0.0565140856886108,-0.0177966118389699,-0.0456938568639917,-0.0182215942050649,-0.0475812956304505
-0.00182918403772836,-0.0565140856886108,-0.0177966118389699,-0.0576266798722772,-0.0182215942050649
0.0320661868914858,-0.00182918403772836,-0.0565140856886108,-0.00402259369851623,-0.0576266798722772
0.0479361038197055,0.0320661868914858,-0.00182918403772836,0.0284884273001904,-0.00402259369851623
0.0118595823630538,0.0479361038197055,0.0320661868914858,0.0444087329844929,0.0284884273001904
0.00209269895142006,0.0118595823630538,0.0479361038197055,0.00967441736560722,0.0444087329844929
0.00334152013359801,0.00209269895142006,0.0118595823630538,0.00153035507141955,0.00967441736560722
0.0141550388577942,0.00334152013359801,0.00209269895142006,0.00336284463798864,0.00153035507141955
0.0242198929920423,0.0141550388577942,0.00334152013359801,0.013996609896067,0.00336284463798864
-0.00040041427504478,0.0242198929920423,0.0141550388577942,0.0236922631225487,0.013996609896067
-0.0112271322194676,-0.00040041427504478,0.0242198929920423,-0.00102408925066962,0.0236922631225487
0.00243305862022347,-0.0112271322194676,-0.00040041427504478,-0.0117492407002741,-0.00102408925066962
-0.0287214818177622,0.00243305862022347,-0.0112271322194676,0.00155571060289231,-0.0117492407002741
0.00249892607397073,-0.0287214818177622,0.00243305862022347,-0.0301772523442265,0.00155571060289231
-0.0340675029541067,0.00249892607397073,-0.0287214818177622,0.000618795701364883,-0.0301772523442265
-0.012903213897927,-0.0340675029541067,0.00249892607397073,-0.0366073303515261,0.000618795701364883
-0.00566470088207083,-0.012903213897927,-0.0340675029541067,-0.0156352041524033,-0.0366073303515261
-0.000437788643134152,-0.00566470088207083,-0.012903213897927,-0.00890891201811449,-0.0156352041524033
0.00657605560367558,-0.000437788643134152,-0.00566470088207083,-0.00376003205980278,-0.00890891201811449
